scenario,algorithm,instance,repeat,success,path_length,astar_length,length_ratio,comp_time,smoothness,curvature,max_curvature,clearance_min,clearance_mean,total_turning,sharp_turns,radius_violated,drive_time_curved,switches,false_alarm,time_to_detection,collision_checks
normal_city,Bezier,1,5,1,145.99,140.811,1.0368,0.53295,0.063,0.3187,1.454,1.768,2.963,46.531,31,1,40.1258,1,1,nan,32382
normal_city,Bezier,1,6,1,147.113,140.811,1.0448,0.2534,0.0682,0.3264,1.5551,1.768,2.949,48.0183,33,1,40.6893,1,1,nan,10813
normal_city,Bezier,1,7,1,151.31,140.811,1.0746,0.18986,0.0722,0.3343,1.5655,1.768,2.943,50.583,34,1,41.4374,1,1,nan,6398
normal_city,Bezier,1,8,1,147.056,140.811,1.0444,1.25689,0.063,0.3161,1.4923,1.768,2.978,46.4874,31,1,39.4663,1,1,nan,69664
normal_city,Bezier,1,9,1,148.592,140.811,1.0553,0.44277,0.0624,0.3073,1.4314,1.768,2.976,45.6657,29,1,39.0875,1,1,nan,24235
normal_city,BSpline,1,0,1,165.46,140.811,1.1751,0.07577,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,BSpline,1,1,1,165.46,140.811,1.1751,0.07495,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,BSpline,1,2,1,165.46,140.811,1.1751,0.07382,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,BSpline,1,3,1,165.46,140.811,1.1751,0.07492,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,BSpline,1,4,1,165.46,140.811,1.1751,0.07535,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,BSpline,1,5,1,165.46,140.811,1.1751,0.0745,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,BSpline,1,6,1,165.46,140.811,1.1751,0.0754,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
normal_city,BSpline,1,7,1,165.46,140.811,1.1751,0.07443,0.1478,0.9796,3.0739,1.768,2.944,162.0816,116,1,61.1522,0,0,nan,1479
